상품번호,상품,구매,방법,,색 RGB(16진수) 리스트,색명(사아즈 리스트),업데이트 시간,체트 시간,체크 상태,이전 색RGB(16진수) 리스트,이전 색명(사아즈 리스트)
9117251842,https://smartstore.naver.com/magussa5/products/9117251842,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/ridged-collar-necklace/BS782?display=standard&fit=Classic&color_name=burnished-gold&colorProductCode=BS782,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116665284,https://smartstore.naver.com/magussa5/products/9116665284,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/crystal/pearl-and-crystal-hoop-earrings/BS709?display=standard&fit=Classic&color_name=crystal&colorProductCode=BS709,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116246684,https://smartstore.naver.com/magussa5/products/9116246684,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/metallic-ball-earrings/BO826?display=standard&fit=Classic&color_name=burnished-gold&colorProductCode=BO826,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116236294,https://smartstore.naver.com/magussa5/products/9116236294,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/sculptural-hoop-earrings/BS716?display=standard&fit=Classic&color_name=burnished-gold&colorProductCode=BS716,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116232533,https://smartstore.naver.com/magussa5/products/9116232533,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/freshwater-pearl-beaded-necklace/BL546?display=standard&fit=Classic&color_name=pearl&colorProductCode=BL546,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116228081,https://smartstore.naver.com/magussa5/products/9116228081,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/pearl-and-metallic-ball-cluster-earrings/BS705?display=standard&fit=Classic&color_name=pearl&colorProductCode=BS705,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116206557,https://smartstore.naver.com/magussa5/products/9116206557,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metals/hinge-cuff-bracelet/BQ678?display=standard&fit=Classic&color_name=burnished-gold&colorProductCode=BQ678,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116193018,https://smartstore.naver.com/magussa5/products/9116193018,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/pearls/freshwater-pearl-necklace/BG709?display=standard&fit=Classic&color_name=pearl&colorProductCode=BG709,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116181087,https://smartstore.naver.com/magussa5/products/9116181087,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/metallic-chainlink-necklace/BS719?display=standard&fit=Classic&color_name=burnished-gold&colorProductCode=BS719,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
9116150661,https://smartstore.naver.com/magussa5/products/9116150661,https://www.jcrew.com/kr/pdp/womens/categories/accessories/jewelry/crystal/loop-collar-necklace-with-crystals/BS700?display=standard&fit=Classic&color_name=crystal&colorProductCode=BS700,https://m.blog.naver.com/how20909/221348125481,제이.크루우,,,,,,,
